Object_ID,HeartRate,GMT_date,Species
W1304,19.19312615878343,2017-02-06 11:59:32,Brown
W1304,20.69835260320766,2017-02-07 11:59:32,Brown
W1304,22.927062056769802,2017-02-08 11:59:32,Brown
W1304,20.108705999690052,2017-02-09 11:59:32,Brown
W1304,20.11255246568922,2017-02-10 11:59:32,Brown
W1304,22.322780548093597,2017-02-11 11:59:32,Brown
W1304,19.511762631819938,2017-02-12 11:59:32,Brown
W1304,20.82009200857499,2017-02-13 11:59:32,Brown
W1304,20.837726001353328,2017-02-14 11:59:32,Brown
W1304,18.249424686414073,2017-02-15 11:59:32,Brown
W1304,21.45319441805074,2017-02-16 11:59:32,Brown
W1304,18.514041838522193,2017-02-17 11:59:32,Brown
W1304,22.142783920350386,2017-02-18 11:59:32,Brown
W1304,20.62219472381792,2017-02-19 11:59:32,Brown
W1304,22.68562059807593,2017-02-20 11:59:32,Brown
W1304,20.38730768637251,2017-02-21 11:59:32,Brown
W1304,17.9285993746396,2017-02-22 11:59:32,Brown
W1304,21.07311083023826,2017-02-23 11:59:32,Brown
W1304,22.0166643357653,2017-02-24 11:59:32,Brown
W1304,20.974689514954203,2017-02-25 11:59:32,Brown
W1304,20.632008650251453,2017-02-26 11:59:32,Brown
W1304,24.9895764196105,2017-02-27 11:59:32,Brown
W1304,21.44727971798969,2017-02-28 11:59:32,Brown
W1304,18.42849754405823,2017-03-01 11:59:32,Brown
W1304,19.368993099852748,2017-03-02 11:59:32,Brown
W1304,22.510822277642465,2017-03-03 11:59:32,Brown
W1304,20.89109936882441,2017-03-04 11:59:32,Brown
W1304,21.060940987177506,2017-03-05 11:59:32,Brown
W1304,19.548829445621124,2017-03-06 11:59:32,Brown
W1304,21.14389935238059,2017-03-07 11:59:32,Brown
W1304,20.562897235004062,2017-03-08 11:59:32,Brown
W1304,20.757920680889548,2017-03-09 11:59:32,Brown
W1304,19.669370603033276,2017-03-10 11:59:32,Brown
W1304,21.390441822388002,2017-03-11 11:59:32,Brown
W1304,22.137913021802234,2017-03-12 11:59:32,Brown
W1304,19.13114392560578,2017-03-13 11:59:32,Brown
W1304,21.698398959072975,2017-03-14 11:59:32,Brown
W1304,19.2476243088395,2017-03-15 11:59:32,Brown
W1304,21.939478747917516,2017-03-16 11:59:32,Brown
W1304,21.985078426730528,2017-03-17 11:59:32,Brown
W1304,21.26787070858051,2017-03-18 11:59:32,Brown
W1304,22.48553616125598,2017-03-19 11:59:32,Brown
W1304,21.296797564230356,2017-03-20 11:59:32,Brown
W1304,23.16122791585617,2017-03-21 11:59:32,Brown
W1304,22.45077863584264,2017-03-22 11:59:32,Brown
W1304,25.27473630730589,2017-03-23 11:59:32,Brown
W1304,27.25883341598456,2017-03-24 11:59:32,Brown
W1304,24.436228649553197,2017-03-25 11:59:32,Brown
W1304,28.38031393286583,2017-03-26 11:59:32,Brown
W1304,30.246139231920736,2017-03-27 11:59:32,Brown
W1304,26.797848851291572,2017-03-28 11:59:32,Brown
W1304,31.44039509465302,2017-03-29 11:59:32,Brown
W1304,30.456559289845295,2017-03-30 11:59:32,Brown
W1304,32.47460186002835,2017-03-31 11:59:32,Brown
W1304,33.48092491773646,2017-04-01 11:59:32,Brown
W1304,38.03091630833346,2017-04-02 11:59:32,Brown
W1304,35.831123716141754,2017-04-03 11:59:32,Brown
W1304,39.57260299394961,2017-04-04 11:59:32,Brown
W1304,36.19407837161778,2017-04-05 11:59:32,Brown
W1304,43.52423067545657,2017-04-06 11:59:32,Brown
W1304,40.68595304423077,2017-04-07 11:59:32,Brown
W1304,41.56712456616916,2017-04-08 11:59:32,Brown
W1304,43.660731424267134,2017-04-09 11:59:32,Brown
W1304,45.27001931215168,2017-04-10 11:59:32,Brown
W1304,44.69200740444172,2017-04-11 11:59:32,Brown
W1304,45.33402613236633,2017-04-12 11:59:32,Brown
W1304,52.08691940275961,2017-04-13 11:59:32,Brown
W1304,50.48798955491325,2017-04-14 11:59:32,Brown
W1304,51.999320062305934,2017-04-15 11:59:32,Brown
W1304,51.589124762747744,2017-04-16 11:59:32,Brown
W1304,55.62919621219698,2017-04-17 11:59:32,Brown
W1304,54.61142639161097,2017-04-18 11:59:32,Brown
W1304,57.45752809467082,2017-04-19 11:59:32,Brown
W1304,59.40613230277611,2017-04-20 11:59:32,Brown
W1304,57.749633673033465,2017-04-21 11:59:32,Brown
W1304,60.51734960612579,2017-04-22 11:59:32,Brown
W1304,60.448238576732734,2017-04-23 11:59:32,Brown
W1304,63.28452617560929,2017-04-24 11:59:32,Brown
W1304,64.43066099604728,2017-04-25 11:59:32,Brown
W1304,62.68367028059844,2017-04-26 11:59:32,Brown
W1304,66.2813160013909,2017-04-27 11:59:32,Brown
W1304,63.47366685124768,2017-04-28 11:59:32,Brown
W1304,65.5131909293633,2017-04-29 11:59:32,Brown
W1304,66.7410678882289,2017-04-30 11:59:32,Brown
W1304,70.56303638698171,2017-05-01 11:59:32,Brown
W1304,67.32671955462479,2017-05-02 11:59:32,Brown
W1304,69.37161519084792,2017-05-03 11:59:32,Brown
W1304,67.95946559380192,2017-05-04 11:59:32,Brown
W1304,67.03020075898857,2017-05-05 11:59:32,Brown
W1304,69.88210513972841,2017-05-06 11:59:32,Brown
W1304,72.87609070438828,2017-05-07 11:59:32,Brown
W1304,71.13685119888154,2017-05-08 11:59:32,Brown
W1304,67.76906483644743,2017-05-09 11:59:32,Brown
